,46,47,48,49,50,51
3879,0.0,0.0,1.0,1.0,0.0,0.0
3880,0.0,0.0,1.0,1.0,1.0,1.0
3881,0.0,0.0,1.0,1.0,0.0,0.0
3882,0.0,0.0,1.0,1.0,1.0,1.0
3883,0.0,0.0,1.0,0.0,0.94,0.0
3884,0.0,0.0,1.0,0.2,0.0,0.0
3885,0.0,0.0,1.0,1.0,1.0,1.0
3886,0.0,0.0,1.0,1.0,1.0,0.0
3887,0.0,0.0,1.0,1.0,1.0,1.0
3888,0.0,0.0,1.0,1.0,1.0,0.0
3889,0.0,0.0,1.0,0.49,0.0,0.0
3890,0.0,0.0,1.0,1.0,1.0,1.0
3891,0.0,0.0,1.0,1.0,0.0,0.0
3892,0.0,0.0,1.0,1.0,0.0,0.0
3893,0.0,0.0,1.0,0.0,0.0,0.0
3894,0.0,0.0,1.0,0.0,0.0,0.0
3895,0.0,0.0,1.0,1.0,1.0,1.0
3896,0.0,0.0,1.0,0.18,0.0,0.0
3897,0.0,0.0,1.0,1.0,1.0,1.0
3898,0.0,0.0,1.0,1.0,1.0,0.94
3899,0.0,0.0,1.0,1.0,1.0,1.0
3900,0.0,0.0,1.0,0.57,0.0,0.0
3901,0.0,0.0,1.0,1.0,1.0,1.0
3902,0.0,0.0,1.0,1.0,0.88,0.0
3903,0.0,0.0,1.0,0.0,0.0,0.0
3904,0.0,0.0,1.0,1.0,0.63,0.0
3905,0.0,0.0,1.0,0.0,0.38,0.0
3906,0.0,0.0,1.0,0.0,0.0,0.0
3907,0.0,0.0,1.0,1.0,1.0,0.0
3908,0.0,0.0,1.0,0.88,0.0,0.0
3909,0.0,0.0,1.0,0.0,0.0,0.0
3910,0.0,0.0,1.0,1.0,1.0,1.0
3911,0.0,0.0,1.0,1.0,0.0,0.0
3912,0.0,0.0,1.0,1.0,1.0,1.0
3913,0.0,0.0,1.0,0.0,0.0,0.0
3922,0.0,0.0,1.0,0.74,0.0,0.0
3923,0.0,0.0,1.0,1.0,1.0,1.0
3924,0.0,0.0,1.0,1.0,0.0,0.0
3931,0.0,0.0,1.0,1.0,1.0,0.0
3999,0.0,0.0,0.82,0.0,0.0,1.0
4001,0.0,0.0,0.76,0.0,0.0,0.0
4007,0.0,0.0,0.7,1.0,0.0,0.0
4008,0.0,0.0,0.7,1.0,1.0,1.0
4014,0.0,0.0,0.56,0.0,0.0,0.0
4018,0.0,0.0,0.56,1.0,1.0,0.0
4024,0.0,0.0,0.32,0.0,0.0,0.0
4025,0.0,0.0,0.44,1.0,1.0,1.0
4027,0.0,0.0,0.44,0.0,0.0,0.0
4030,0.0,0.0,0.38,1.0,1.0,1.0
4031,0.0,0.0,0.38,1.0,0.5,0.0
4032,0.0,0.0,0.38,1.0,1.0,0.27
4036,0.0,0.0,0.32,1.0,1.0,0.79
4040,0.0,0.0,0.25,1.0,1.0,1.0
4041,0.0,0.0,0.25,0.0,0.0,0.0
4042,0.0,0.0,0.25,1.0,1.0,0.0
4045,0.0,0.0,0.12,1.0,1.0,0.0
4046,0.0,0.0,0.12,1.0,1.0,1.0
4047,0.0,0.0,0.12,0.0,0.0,0.0
173,0.0,0.0,0.0,1.0,1.0,0.0
354,0.0,0.0,0.0,1.0,1.0,0.0
4048,0.0,0.0,0.0,1.0,0.0,0.0
4049,0.0,0.0,0.0,1.0,1.0,1.0
4050,0.0,0.0,0.0,1.0,0.0,0.0
4051,0.0,0.0,0.0,1.0,1.0,1.0
4052,0.0,0.0,0.0,1.0,1.0,1.0
4053,0.0,0.0,0.0,1.0,1.0,1.0
4054,0.0,0.0,0.0,1.0,1.0,0.14
4056,0.0,0.0,0.0,1.0,0.88,0.0
4057,0.0,0.0,0.0,1.0,1.0,1.0
4058,0.0,0.0,0.0,1.0,1.0,1.0
4059,0.0,0.0,0.0,1.0,1.0,1.0
4060,0.0,0.0,0.0,1.0,1.0,1.0
4061,0.0,0.0,0.0,1.0,1.0,0.0
4063,0.0,0.0,0.0,1.0,1.0,1.0
4065,0.0,0.0,0.0,1.0,1.0,1.0
4066,0.0,0.0,0.0,1.0,1.0,0.0
4067,0.0,0.0,0.0,1.0,1.0,0.0
4069,0.0,0.0,0.0,1.0,1.0,1.0
4070,0.0,0.0,0.0,1.0,1.0,1.0
4071,0.0,0.0,0.0,1.0,0.44,0.0
4072,0.0,0.0,0.0,1.0,1.0,1.0
4073,0.0,0.0,0.0,1.0,1.0,0.0
4074,0.0,0.0,0.0,1.0,1.0,1.0
4075,0.0,0.0,0.0,1.0,0.0,0.0
4076,0.0,0.0,0.0,1.0,1.0,0.0
4077,0.0,0.0,0.0,1.0,1.0,1.0
4079,0.0,0.0,0.0,1.0,1.0,0.0
4081,0.0,0.0,0.0,1.0,0.0,0.0
4082,0.0,0.0,0.0,1.0,1.0,0.0
4083,0.0,0.0,0.0,1.0,1.0,1.0
4084,0.0,0.0,0.0,1.0,1.0,0.0
4085,0.0,0.0,0.0,1.0,1.0,0.0
4086,0.0,0.0,0.0,1.0,0.57,0.0
4087,0.0,0.0,0.0,1.0,1.0,1.0
4089,0.0,0.0,0.0,1.0,0.0,1.0
4090,0.0,0.0,0.0,1.0,1.0,1.0
4091,0.0,0.0,0.0,1.0,1.0,0.41
4092,0.0,0.0,0.0,0.49,0.0,0.0
4093,0.0,0.0,0.0,1.0,1.0,1.0
4094,0.0,0.0,0.0,1.0,1.0,1.0
4095,0.0,0.0,0.0,1.0,1.0,0.66
4096,0.0,0.0,0.0,1.0,1.0,1.0
4097,0.0,0.0,0.0,1.0,1.0,1.0
4098,0.0,0.0,0.0,1.0,1.0,1.0
4099,0.0,0.0,0.0,1.0,0.0,0.0
4100,0.0,0.0,0.0,1.0,1.0,0.85
4101,0.0,0.0,0.0,1.0,1.0,1.0
4102,0.0,0.0,0.0,1.0,1.0,1.0
4103,0.0,0.0,0.0,1.0,1.0,0.0
4104,0.0,0.0,0.0,1.0,0.0,0.0
4105,0.0,0.0,0.0,0.8,0.0,0.0
4106,0.0,0.0,0.0,1.0,1.0,0.0
4107,0.0,0.0,0.0,1.0,0.38,0.0
4108,0.0,0.0,0.0,1.0,1.0,0.53
4109,0.0,0.0,0.0,1.0,1.0,1.0
4110,0.0,0.0,0.0,1.0,1.0,0.0
4111,0.0,0.0,0.0,0.43,0.0,0.0
4113,0.0,0.0,0.0,1.0,1.0,0.0
4114,0.0,0.0,0.0,1.0,1.0,0.0
4115,0.0,0.0,0.0,1.0,0.57,0.0
4116,0.0,0.0,0.0,1.0,1.0,1.0
4117,0.0,0.0,0.0,1.0,0.0,0.0
4118,0.0,0.0,0.0,1.0,1.0,1.0
4120,0.0,0.0,0.0,1.0,1.0,1.0
4121,0.0,0.0,0.0,1.0,1.0,1.0
4122,0.0,0.0,0.0,1.0,0.0,0.0
4123,0.0,0.0,0.0,0.87,0.69,1.0
4124,0.0,0.0,0.0,0.82,1.0,0.8
4125,0.0,0.0,0.0,0.76,1.0,1.0
4126,0.0,0.0,0.0,0.76,0.0,0.0
4128,0.0,0.0,0.0,0.7,0.37,1.0
4129,0.0,0.0,0.0,0.7,1.0,1.0
4130,0.0,0.0,0.0,0.7,1.0,1.0
4131,0.0,0.0,0.0,0.7,1.0,1.0
4134,0.0,0.0,0.0,0.57,1.0,1.0
4135,0.0,0.0,0.0,0.57,1.0,0.0
4136,0.0,0.0,0.0,0.51,0.0,0.0
4137,0.0,0.0,0.0,0.51,1.0,0.0
4138,0.0,0.0,0.0,0.51,1.0,0.0
4140,0.0,0.0,0.0,0.45,1.0,0.0
4141,0.0,0.0,0.0,0.39,1.0,1.0
4142,0.0,0.0,0.0,0.38,1.0,1.0
4143,0.0,0.0,0.0,0.38,0.87,0.0
4144,0.0,0.0,0.0,0.38,1.0,1.0
4146,0.0,0.0,0.0,0.26,0.56,1.0
4147,0.0,0.0,0.0,0.26,0.0,0.0
4148,0.0,0.0,0.0,0.2,0.0,0.0
4149,0.0,0.0,0.0,0.12,0.63,0.0
4154,0.0,0.0,0.0,0.0,1.0,1.0
4155,0.0,0.0,0.0,0.0,1.0,0.0
4156,0.0,0.0,0.0,0.0,1.0,1.0
4157,0.0,0.0,0.0,0.0,1.0,0.15
4158,0.0,0.0,0.0,0.0,1.0,1.0
4159,0.0,0.0,0.0,0.0,1.0,0.0
4160,0.0,0.0,0.0,0.0,1.0,1.0
4161,0.0,0.0,0.0,0.0,1.0,1.0
4162,0.0,0.0,0.0,0.0,1.0,1.0
4163,0.0,0.0,0.0,0.0,1.0,1.0
4164,0.0,0.0,0.0,0.0,1.0,1.0
4165,0.0,0.0,0.0,0.0,1.0,0.0
4166,0.0,0.0,0.0,0.0,1.0,1.0
4167,0.0,0.0,0.0,0.0,1.0,1.0
4168,0.0,0.0,0.0,0.0,1.0,1.0
4169,0.0,0.0,0.0,0.0,1.0,1.0
4170,0.0,0.0,0.0,0.0,1.0,0.4
4172,0.0,0.0,0.0,0.0,1.0,0.0
4173,0.0,0.0,0.0,0.0,1.0,1.0
4174,0.0,0.0,0.0,0.0,1.0,1.0
4175,0.0,0.0,0.0,0.0,1.0,1.0
4176,0.0,0.0,0.0,0.0,1.0,0.59
4177,0.0,0.0,0.0,0.0,1.0,1.0
4178,0.0,0.0,0.0,0.0,1.0,0.0
4179,0.0,0.0,0.0,0.0,1.0,1.0
4180,0.0,0.0,0.0,0.0,1.0,0.0
4181,0.0,0.0,0.0,0.0,1.0,0.0
4182,0.0,0.0,0.0,0.0,1.0,0.0
4183,0.0,0.0,0.0,0.0,1.0,0.0
4184,0.0,0.0,0.0,0.0,1.0,1.0
4185,0.0,0.0,0.0,0.0,0.5,0.0
4186,0.0,0.0,0.0,0.0,1.0,0.0
4187,0.0,0.0,0.0,0.0,1.0,0.0
4188,0.0,0.0,0.0,0.0,1.0,0.67
4189,0.0,0.0,0.0,0.0,1.0,0.0
4190,0.0,0.0,0.0,0.0,1.0,1.0
4191,0.0,0.0,0.0,0.0,1.0,0.0
4192,0.0,0.0,0.0,0.0,0.5,0.0
4193,0.0,0.0,0.0,0.0,1.0,1.0
4194,0.0,0.0,0.0,0.0,1.0,1.0
4195,0.0,0.0,0.0,0.0,1.0,1.0
4196,0.0,0.0,0.0,0.0,0.57,0.0
4197,0.0,0.0,0.0,0.0,1.0,1.0
4198,0.0,0.0,0.0,0.0,1.0,1.0
4199,0.0,0.0,0.0,0.0,1.0,1.0
4200,0.0,0.0,0.0,0.0,1.0,0.0
4201,0.0,0.0,0.0,0.0,1.0,1.0
4202,0.0,0.0,0.0,0.0,1.0,1.0
4203,0.0,0.0,0.0,0.0,1.0,1.0
4208,0.0,0.0,0.0,0.0,1.0,1.0
4209,0.0,0.0,0.0,0.0,1.0,0.0
4212,0.0,0.0,0.0,0.0,0.62,0.0
4213,0.0,0.0,0.0,0.0,0.62,1.0
4214,0.0,0.0,0.0,0.0,0.5,1.0
4215,0.0,0.0,0.0,0.0,0.5,0.0
4216,0.0,0.0,0.0,0.0,0.5,1.0
4217,0.0,0.0,0.0,0.0,0.5,1.0
4218,0.0,0.0,0.0,0.0,0.5,1.0
4219,0.0,0.0,0.0,0.0,0.43,1.0
4220,0.0,0.0,0.0,0.0,0.43,1.0
4221,0.0,0.0,0.0,0.0,0.43,1.0
4222,0.0,0.0,0.0,0.0,0.43,1.0
4223,0.0,0.0,0.0,0.0,0.43,1.0
4224,0.0,0.0,0.0,0.0,0.37,1.0
4225,0.0,0.0,0.0,0.0,0.37,1.0
4226,0.0,0.0,0.0,0.0,0.37,0.0
4227,0.0,0.0,0.0,0.0,0.25,0.0
4228,0.0,0.0,0.0,0.0,0.25,1.0
4229,0.0,0.0,0.0,0.0,0.19,1.0
4230,0.0,0.0,0.0,0.0,0.19,1.0
4232,0.0,0.0,0.0,0.0,0.13,0.0
4234,0.0,0.0,0.0,0.0,0.12,1.0
4236,0.0,0.0,0.0,0.0,0.12,1.0
4245,0.0,0.0,0.0,0.0,0.0,1.0
4246,0.0,0.0,0.0,0.0,0.0,1.0
4247,0.0,0.0,0.0,0.0,0.0,1.0
4248,0.0,0.0,0.0,0.0,0.0,1.0
4249,0.0,0.0,0.0,0.0,0.0,1.0
4250,0.0,0.0,0.0,0.0,0.0,1.0
4251,0.0,0.0,0.0,0.0,0.0,1.0
4252,0.0,0.0,0.0,0.0,0.0,1.0
4253,0.0,0.0,0.0,0.0,0.0,1.0
4254,0.0,0.0,0.0,0.0,0.0,1.0
4255,0.0,0.0,0.0,0.0,0.0,1.0
4256,0.0,0.0,0.0,0.0,0.0,1.0
4257,0.0,0.0,0.0,0.0,0.0,1.0
4258,0.0,0.0,0.0,0.0,0.0,1.0
4259,0.0,0.0,0.0,0.0,0.0,1.0
4260,0.0,0.0,0.0,0.0,0.0,1.0
4261,0.0,0.0,0.0,0.0,0.0,0.94
4262,0.0,0.0,0.0,0.0,0.0,1.0
4263,0.0,0.0,0.0,0.0,0.0,1.0
4264,0.0,0.0,0.0,0.0,0.0,0.06
4265,0.0,0.0,0.0,0.0,0.0,1.0
4266,0.0,0.0,0.0,0.0,0.0,1.0
4267,0.0,0.0,0.0,0.0,0.0,1.0
4268,0.0,0.0,0.0,0.0,0.0,1.0
4270,0.0,0.0,0.0,0.0,0.0,1.0
4271,0.0,0.0,0.0,0.0,0.0,1.0
4272,0.0,0.0,0.0,0.0,0.0,1.0
4273,0.0,0.0,0.0,0.0,0.0,1.0
4274,0.0,0.0,0.0,0.0,0.0,1.0
4275,0.0,0.0,0.0,0.0,0.0,1.0
4276,0.0,0.0,0.0,0.0,0.0,1.0
4277,0.0,0.0,0.0,0.0,0.0,1.0
4278,0.0,0.0,0.0,0.0,0.0,1.0
4279,0.0,0.0,0.0,0.0,0.0,1.0
4280,0.0,0.0,0.0,0.0,0.0,1.0
4281,0.0,0.0,0.0,0.0,0.0,1.0
4282,0.0,0.0,0.0,0.0,0.0,1.0
4283,0.0,0.0,0.0,0.0,0.0,1.0
4284,0.0,0.0,0.0,0.0,0.0,1.0
4285,0.0,0.0,0.0,0.0,0.0,1.0
4286,0.0,0.0,0.0,0.0,0.0,1.0
4287,0.0,0.0,0.0,0.0,0.0,1.0
4288,0.0,0.0,0.0,0.0,0.0,1.0
4289,0.0,0.0,0.0,0.0,0.0,1.0
4290,0.0,0.0,0.0,0.0,0.0,1.0
4292,0.0,0.0,0.0,0.0,0.0,1.0
4293,0.0,0.0,0.0,0.0,0.0,1.0
4294,0.0,0.0,0.0,0.0,0.0,1.0
4295,0.0,0.0,0.0,0.0,0.0,1.0
4296,0.0,0.0,0.0,0.0,0.0,1.0
4297,0.0,0.0,0.0,0.0,0.0,1.0
4298,0.0,0.0,0.0,0.0,0.0,1.0
4299,0.0,0.0,0.0,0.0,0.0,1.0
4300,0.0,0.0,0.0,0.0,0.0,1.0
4301,0.0,0.0,0.0,0.0,0.0,1.0
4304,0.0,0.0,0.0,0.0,0.0,1.0
4305,0.0,0.0,0.0,0.0,0.0,1.0
4307,0.0,0.0,0.0,0.0,0.0,1.0
4308,0.0,0.0,0.0,0.0,0.0,1.0
4310,0.0,0.0,0.0,0.0,0.0,1.0
4311,0.0,0.0,0.0,0.0,0.0,1.0
4312,0.0,0.0,0.0,0.0,0.0,1.0
4313,0.0,0.0,0.0,0.0,0.0,1.0
4314,0.0,0.0,0.0,0.0,0.0,1.0
4315,0.0,0.0,0.0,0.0,0.0,1.0
4317,0.0,0.0,0.0,0.0,0.0,0.94
4318,0.0,0.0,0.0,0.0,0.0,0.73
4319,0.0,0.0,0.0,0.0,0.0,0.6
4320,0.0,0.0,0.0,0.0,0.0,0.59
4323,0.0,0.0,0.0,0.0,0.0,0.47
4324,0.0,0.0,0.0,0.0,0.0,0.47
4326,0.0,0.0,0.0,0.0,0.0,0.41
4327,0.0,0.0,0.0,0.0,0.0,0.41
4328,0.0,0.0,0.0,0.0,0.0,0.34
4329,0.0,0.0,0.0,0.0,0.0,0.33
4330,0.0,0.0,0.0,0.0,0.0,0.33
4331,0.0,0.0,0.0,0.0,0.0,0.21
4333,0.0,0.0,0.0,0.0,0.0,0.15
4334,0.0,0.0,0.0,0.0,0.0,0.06
4335,0.0,0.0,0.0,0.0,0.0,0.06
